address,price,village,direction,renovation,square,lease_way,floor,area,layout
1600,粮食局家属楼,3室1厅1卫,平谷,精装修,整租,平谷城区,南北,108,中层/共6层
7000,福海棠华苑,2室2厅1卫,丰台,精装修,整租,大红门,南北,101,中层/共15层
1100,平西府村,1室0厅1卫,昌平,,整租,霍营,北共,18 ,3层
15000,万豪国际公寓,3室1厅2卫,朝阳,精装修,整租,建外大街,西北,166,中层/共27层
1000,青塔东里,3室1厅1卫,海淀,精装修,合租 - 次卧 - 男女不限,五棵松,北,10 ,中层/共6层
1900,新宫家园北区,4室1厅1卫,丰台,,合租 - 隔断 - 男女不限,新宫,暂无,17 ,信息
15000,龙湖长楹天街,3室2厅2卫,朝阳,简单装修,整租,常营,南,142,低层/共18层
3200,幸福北里小区,1室1厅1卫,崇文,,整租,广渠门,南共,30 ,1层
4700,天通苑北三区,2室1厅1卫,昌平,精装修,整租,天通苑,南北,84 ,高层/共6层
6000,沿海赛洛城南区,1室1厅1卫,朝阳,豪华装修,整租,百子湾,南,58 ,中层/共12层
2500,韩庄子西里,3室1厅1卫,丰台,精装修,合租 - 主卧 - 男女不限,看丹桥,西,20 ,中层/共28层
4300,金台里北街,1室1厅1卫,朝阳,精装修,整租,红庙,南北,55 ,中层/共24层
4000,保利紫荆香谷(南区),2室1厅1卫,昌平,,整租,沙河,南,84 ,高层/共29层
35000,当代MOMA,3室2厅2卫,东城,精装修,整租,和平里,东南,196,中层/共25层
15000,东方夏威夷(公寓),4室2厅3卫,燕郊,毛坯,整租,城区,南北,245,低层/共18层
6200,北岗子街,3室1厅1卫,崇文,,整租,体育馆路,南共,65 ,5层
3600,炫立方,1室1厅1卫,顺义,,整租,顺义城区,东,45 ,高层/共10层
2000,今典花园,3室1厅1卫,海淀,精装修,合租 - 主卧 - 男女不限,小西天,南,20 ,中层/共20层
2300,北辰福第南区,1室0厅1卫,朝阳,精装修,合租 - 主卧 - 男女不限,常营,南,20 ,中层/共28层
6200,长安6号,1室1厅1卫,朝阳,精装修,整租,建外大街,北,50 ,中层/共20层
950,四季青京泉馨苑,3室1厅1卫,海淀,,合租 - 次卧 - 限女生,四季青,暂无,200,信息
1500, ,1室1厅1卫,通州,中等装修,整租,土桥,南北,46 ,中层/共7层
2100,万树园,3室1厅1卫,海淀,精装修,合租 - 主卧 - 男女不限,马连洼,南,15 ,低层/共6层
5300,鸿坤理想城礼域府,2室1厅2卫,大兴,简单装修,整租,西红门,南,103,低层/共17层
7500,望京西园四区,2室2厅1卫,朝阳,精装修,整租,望京,东南,89 ,中层/共26层
6579,胜古南里,2室1厅1卫,朝阳,精装修,整租,安贞,南北,60 ,低层/共6层
2500,双惠苑,3室1厅1卫,朝阳,,合租 - 主卧 - 男女不限,双桥,暂无,18 ,信息
7000,泰悦豪庭,1室1厅1卫,朝阳,精装修,整租,东大桥,南,50 ,高层/共28层
6500,中海苏黎世家,1室1厅1卫,丰台,豪华装修,整租,科技园区,东,60 ,低层/共15层
面议,西后街17号,1室0厅0卫,通州,简单装修,合租 - 主卧 - 男女不限,马驹桥,暂无,20 ,信息
3000,华腾园,2室1厅1卫,朝阳,,合租 - 主卧 - 限女生,劲松,暂无,30 ,信息
4400,K2海棠湾,2室1厅1卫,通州,精装修,整租,梨园,南北,93 ,高层/共20层
1600,泰禾中央广场,2室1厅1卫,大兴,精装修,合租 - 次卧 - 男女不限,生物医药基地,北,16 ,低层/共16层
1680,南海家园七里,2室1厅1卫,大兴,精装修,合租 - 主卧 - 男女不限,亦庄,南,28 ,中层/共18层
4800,康家园小区,2室1厅1卫,朝阳,精装修,整租,甘露园,南,72 ,低层/共6层
1400,尚品阳光,3室2厅2卫,北京周边,,整租,固安,南,120,低层/共13层
3000,梨园东里北区,2室1厅1卫,通州,精装修,整租,梨园,南北,70 ,低层/共6层
3500,合生世界村 合生世界花园 珠江逸景家园,3室2厅2卫,通州,精装修,整租,马驹桥,南,130,高层/共18层
9700,丰侨公寓,1室1厅1卫,西城,,整租,金融街,北,64 ,低层/共32层
1700,建欣苑一里,2室1厅1卫,丰台,中等装修,合租 - 主卧 - 男女不限,大红门,南,20 ,中层/共20层
3300,滨河西里,2室1厅1卫,大兴,精装修,整租,黄村,南北,65 ,低层/共6层
6300,双榆树南里二区,2室1厅1卫,海淀,精装修,整租,双榆树,南北,68 ,中层/共6层
5300,筑梦园,1室1厅1卫,丰台,精装修,整租,刘家窑,东,66 ,高层/共23层
